provider_id,service,name,blurb,servicegroup,cost,duration_minutes,processing_time_minutes,finishing_time_minutes,padding_minutes,is_online_bookable,is_private,cost_and_up
1051000,My MakeOvers ,Come Learn how Makeup Lesson,"Come learn how to apply a specific look for you, with either my own makeup or bring in your makeup bag and I can show you a new look with the makeup you already have. ",697353,50.0000,60,0,0,0,True,False,True
1051000,My MakeOvers ,Special Occasion/Updo,,697353,45.0000,45,0,0,0,True,False,True
1051000,My MakeOvers ,Brow/Lip Wax,,697353,12.0000,30,0,0,0,True,False,False
1051000,My MakeOvers ,Womans Hair Cut,,697353,30.0000,60,0,0,0,True,False,True
1051000,My MakeOvers ,Mens Hair Cut,,697353,25.0000,30,0,0,0,True,False,True
1051000,My MakeOvers ,Glitter Dimmer (ReGrowth),Re-Growth touch up,697353,55.0000,90,0,0,0,True,False,True
1051000,My MakeOvers ,All over Color,one color application all over,697353,65.0000,120,0,0,0,True,False,True
1051000,My MakeOvers ,Full head Weave,"Foil weave color application (highlights/lowlights etc.)
starting cost is $80 for 1 color 1 process. if there needs to be a toner or color its additional $10 cost per application.",697353,80.0000,150,0,0,0,True,False,True
1051000,My MakeOvers ,Partial Weave,,697353,55.0000,90,0,0,0,True,False,False
1051000,My MakeOvers ,Color Correction,Cost depending on consultation.  ,697353,100.0000,105,0,0,0,True,False,True
1051000,My MakeOvers ,Ombré/Bayalage,,697353,100.0000,180,0,0,0,True,False,True
1051000,My MakeOvers ,Wanting a little all over lift,"2 part process, Lifting out color and depositing toner for a lighter shade",697353,100.0000,180,0,0,0,True,False,True
1051000,My MakeOvers ,Total Transformation color,Dramatic color change.,697353,120.0000,210,0,0,0,True,False,True
1051000,My MakeOvers ,Hair/Scalp Drink,deep condition or Scalp treatment will give your hair the drink it needs.,697353,25.0000,60,0,0,0,True,False,True
1051000,My MakeOvers ,Brazilian Blowout,"Smoothing system 
Cost depending on consultation ",697353,140.0000,120,0,0,0,True,False,True
1051000,My MakeOvers ,For the babies (kids haircut),For the kiddos 9 and under,697353,12.0000,45,0,0,0,True,False,True
1051000,My MakeOvers ,Shampoo Style,,697353,25.0000,45,0,0,0,True,False,False
1051000,My MakeOvers ,Tape Extensions,We would need a consultation first.,697353,180.0000,45,0,0,0,True,False,True
1051000,My MakeOvers ,2+color application,,697353,100.0000,180,0,0,0,True,False,True
1051000,My MakeOvers ,Melt or Ombré,Additional $10 per remix,697353,100.0000,210,0,0,0,True,False,True
1051000,My MakeOvers ,Olaplex add on,,697353,20.0000,45,0,0,0,True,False,True
1060000,My Services,Braids,,702734,80.0000,240,0,0,0,True,False,True
1060000,My Services,Dreads,,702734,50.0000,60,0,0,0,True,False,True
1060000,My Services,Faux Locs,,702734,150.0000,360,0,0,0,True,False,True
1060000,My Services,Quick Weaves,,702734,60.0000,60,0,0,0,True,False,True
1060000,My Services,Weaves,,702734,80.0000,120,0,0,0,True,False,True
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Chin or lip wax,Lip or chin is $10 each,704541,10.0000,75,0,0,0,True,False,False
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Complimentary consultation,By appointment only. please call,704541,0.0000,15,0,0,0,True,False,False
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Corrective color,Consultation is a must. I would need to see the hair to determine what can be done & we will go from there.,704541,0.0000,195,0,0,0,True,False,False
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Deep Conditioning,,704541,25.0000,45,0,0,0,True,False,False
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Eyebrow wax $15,Includes upper/ lower and middle of brow & clean up on the sides. If you just want 1 area done please let me know.,704541,0.0000,30,0,0,0,True,False,False
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Full Color,This is for a single process color. If you want 2 or 3 colors etc. We need to have a consultation first.,704541,67.0000,120,0,0,0,True,False,False
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Full highlights,If your hair is extra long we will have a consultation. Wash shampoo and style is included,704541,145.0000,135,0,0,0,True,False,True
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Glossing (hair) for shine,,704541,55.0000,75,0,0,0,True,False,False
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Men's Cut,Basic men's haircut & scalp massage conditioning,704541,25.0000,45,0,0,0,True,False,False
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Mini foil,Starts @$55 if we have to do extra depending on what you want cost may vary.,704541,55.0000,90,0,0,0,True,False,True
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Partial highlights,105 for partial highlights include wash blow dry and style.,704541,105.0000,105,0,0,0,True,False,True
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Women's Cut,,704541,55.0000,75,0,0,0,True,False,False
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Micro link hair extensions,Please call for a consultation on price & the length of time.,704541,0.0000,165,0,0,0,True,False,False
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Olaplex Treatment,Olaplex treatments available,704541,45.0000,30,0,0,0,True,False,False
1063000,SHAMPOO AND STYLE IS $33 NO HAIRCUT,Tape in hair extensions,Please schedule a consultation,704541,0.0000,120,0,0,0,True,False,False
1065000,My Services,Base color,,705993,65.0000,120,0,0,0,True,False,False
1065000,My Services,Hair Cut,,705993,55.0000,75,0,0,0,True,False,False
1065000,My Services,Highlight/color/cut,,705993,110.0000,180,0,0,0,True,False,False
1066000,Color,Balayage (One Color),,706554,95.0000,150,0,0,0,True,False,False
1066000,Color,Each Additional Color,,706554,10.0000,30,0,0,0,True,False,False
1066000,Color,Highlights,,706554,75.0000,120,0,0,0,True,False,False
1066000,Color,Olaplex,,706554,15.0000,30,0,0,0,True,False,False
1071000,My Services,Brow Wax,,709670,10.0000,15,0,0,0,True,False,False
1071000,My Services,Facial,,709670,60.0000,60,0,0,0,True,False,False
1071000,My Services,Hair Cut,,709670,25.0000,45,0,0,0,True,False,False
1071000,My Services,Natural Hair Silk Out,,709670,50.0000,120,0,0,0,True,False,False
1073000,My Services,Traditional Sew in,Hair must be washed and blow dried. Side or middle part only.,711160,85.0000,120,0,0,0,True,False,True
1073000,My Services,Vixen Sew in,Hair must be washed and blow dried. This is a versatile style that you are going to love ladies!,711160,100.0000,180,0,0,0,True,False,True
1073000,My Services,Blow Out,This includes shampoo and condition.,711160,55.0000,120,0,0,0,True,False,True
1073000,My Services,Wand curls,,711160,30.0000,45,0,0,0,True,False,False
1073000,My Services,Crochet Braids,You will need 6 to 8 packs of expression hair.,711160,75.0000,210,0,0,0,True,False,True
1073000,My Services,Full No-Part Wig,,711160,100.0000,180,0,0,0,True,False,True
1073000,My Services,U part wig ,,711160,80.0000,180,0,0,0,True,False,True
1073000,My Services,Cornrows,Clients must have clean washed hair before styling.,711160,75.0000,105,0,0,0,True,False,True
1073000,My Services,Crochet Box Braids,!!! This Week Only !! You will need 6 to 8 packs of crochet box braids pre braided hair. Hair must be washed and blow dried.,711160,80.0000,120,0,0,0,True,False,True
1073000,My Services,Eyebrow Tint,,711160,20.0000,30,0,0,0,True,False,False
1073000,My Services,Eyelash Extensions,Individual lashes.,711160,20.0000,30,0,0,0,True,False,False
1073000,My Services,Faux Locs,Hair must be washed and blow dried. This style is done with faux locs crochet hair. Client will need 6 to 8 packs of hair.,711160,100.0000,240,0,0,0,True,False,True
1073000,My Services,Sew-In Flip Over Method,"This is exactly what you deserve ladies. Flip over method includes minimum leave out, which creates a natural look for you! Book today!",711160,100.0000,120,0,0,0,True,False,True
1073000,My Services,Top knot bun,Hair must be washed and blow dried.,711160,30.0000,30,0,0,0,True,False,False
1076000,Haircuts,Men's Cut,,713309,20.0000,45,0,0,0,True,False,False
1076000,Haircuts,Women's Cut,,713309,32.0000,60,0,0,0,True,False,False
1076000,Hair Color,Full Color,,713310,50.0000,120,0,0,0,True,False,False
1076000,Hair Color,Partial highligh,,713310,70.0000,90,0,0,0,True,False,False
1081000,My Services,Brow Arch,Regular wax and tweezed or Razor,767863,8.0000,15,0,0,0,True,False,False
1081000,My Services,Brow Tint,Eyebrows are cleaned up then dyed with a tint for a more fuller look,767863,30.0000,30,0,0,0,True,False,False
1081000,My Services,Brow Wax & Fill in,"Client gets eye brows wax, arched then fill in with brow powder and pencil",767863,25.0000,30,0,0,0,True,False,False
1081000,My Services,Cluster eye lashes,Top & Bottom (optional),767863,24.0000,30,0,0,0,True,False,False
1081000,My Services,Eye Lash Extensions (Mink),Placement of mink fiber lashes on your individual lash for a more natural flirty but sophisticated look!,767863,175.0000,150,0,0,0,True,False,True
1081000,My Services,Eye Lash Fill In,Two-three week fill,767863,65.0000,75,0,0,0,True,False,True
1081000,My Services,Face Refresher,"Includes face being steamed,moisturized, eyes and eyebrows dressed",767863,55.0000,45,0,0,0,True,False,False
1081000,My Services,Full Set Siberian Mink,By the hairs being real mink lengths will be mixed....100% Real Siberian Mink Lashes. Free shoulder & hand massage with service,767863,250.0000,150,0,0,0,True,False,True
1081000,My Services,Mobile services,This option includes any service provided. Prices depends on location & what is needed.,767863,0.0000,210,0,0,0,False,False,False
1081000,My Services,Partial eyelash extensions,40x traditional (synthetic) fiber lashes placed on your individual lashes. for a more fuller look. Also to achieve the cat eye & baby doll looks,767863,50.0000,90,0,0,0,True,False,True
1081000,My Services,Party Lashes,A partial set of individual lash extensions are place on the outer corners of lashes then clusters are place on the remaining lashes to create a volume affect temporarily! it's a two for one when the clusters wear off you still have your partial set.,767863,75.0000,60,0,0,0,True,False,False
1081000,My Services,Raw Honey & Lemon Cleanse,"Face clean, steamed,extracted then fresh Lemon and Raw Honey is applied finished with a coconut oil face and shoulder massage",767863,50.0000,45,0,0,0,True,False,False
1081000,My Services,Specialty facials,"Facial for your skin needs & shoulder, hand and face massage",767863,85.0000,75,0,0,0,True,False,True
1081000,My Services,Strip Lashes,,767863,10.0000,15,0,0,0,True,False,False
1081000,My Services,Underarm Wax,,767863,25.0000,30,0,0,0,True,False,False
1081000,My Services,Waxing services,"This includes any type of body waxing outside of underarm,eyebrow and facial waxing",767863,30.0000,45,0,0,0,True,False,True
1081000,My Products,100% Real Siberian Mink Strips,"9, 11, 13 mixed C & B Curl 100% Real Siberian Mink Lashes. Can be worn up to 20 times, Sterilized,& Handmade. Preorder this product 2-3 business days. Add $10.00 if you would like for me to professional glue lashes on. Book under my services>strips",767482,35.0000,15,0,0,0,True,False,False
1081000,My Products,Sea Salt & Raw Coconut Oil body Scr,Made to order bottle up facial and body scrub. Exfoliates and soften skin. Great Scent!,767482,12.0000,15,0,0,0,True,False,False
1081000,Aftercare Products,DV Glowing Mascara ,Made to give eyelash extension a more dramatic thicker look. Contains nutritional botanical completely safe for lash extensions rinse off with water. If out of stock in store Pre-order with me 2-3 business days. ,767862,28.0000,15,0,0,0,True,False,False
1081000,Aftercare Products,Growing Lash & Eyebrow serum,Natural extracts used to put on lashes and or eyebrow hairs to nourish and help promote growth,767862,30.0000,15,0,0,0,True,False,False
1081000,Aftercare Products,Heat Eyelash Curler,Heated eyelash curler comes with a brush made to keep curl in lashes or to add curl; fine for natural and lash extensions. If not in stock at store plz allow 2-3 business days to ship. ,767862,30.0000,15,0,0,0,True,False,False
1081000,Groupon Guest,Groupon Guest/partial or full set,Come with eyes clean no lashes on Traditional Lashes ONLY (partial$34 full $80)...All of my groupon guest may book this option prices will b adjusted if  necessary also note to me if u purchasing in store with groupon or if u are bringing vouchers,716287,35.0000,120,0,0,0,True,False,True
1081000,Discounts,Deals and offers,"Like my instagram page and receive $2 off your next visit.
Leave a reccomendation on style seat.com/dominiquev and receive $5 off next visit.  
Bring me more clients receive $25 off next visit when they spend $100 or more",768071,5.0000,15,0,0,0,False,False,True
1081000,Spa Specials,September Deals,"Take advantage of my September Special til enjoy a face steam w/aloe water & aromatherapy,shoulder massage, eyebrow arch & tint, with a set of party eyelash extensions! All for $150 Great Value",776963,150.0000,150,0,0,0,True,False,False
1082000,My Services,Full Color,,716904,55.0000,120,0,0,0,True,False,False
1082000,My Services,Men's Cut,,716904,20.0000,45,0,0,0,True,False,False
1082000,My Services,Women's Cut,,716904,45.0000,60,0,0,0,True,False,False
1083000,My Services,Brazilian,,717343,49.0000,30,0,0,0,True,False,False
1083000,My Services,Brow Wax,,717343,18.0000,15,0,0,0,True,False,False
1083000,My Services,Facial,,717343,95.0000,60,0,0,0,True,False,False
1083000,My Services,Lavish lashes,Full set,717343,175.0000,120,0,0,0,True,False,False
1089000,My Services,Kid's Cut,,721177,15.0000,30,0,0,0,True,False,False
1089000,My Services,Men's Cut,,721177,20.0000,45,0,0,0,True,False,False
1089000,My Services,Men's Cut With beard,,721177,25.0000,45,0,0,0,True,False,False
1089000,My Services,Razor Shave,,721177,25.0000,30,0,0,0,True,False,False
1092000,My Services,conditioning treatment,,723551,20.0000,45,0,0,0,True,False,False
1092000,My Services,conditioning treatments,,723551,20.0000,45,0,0,0,True,False,False
1092000,My Services,cut n style,,723551,55.0000,120,0,0,0,True,False,False
1092000,My Services,cut n style,,723551,55.0000,60,0,0,0,True,False,False
1092000,My Services,relaxers,,723551,60.0000,120,0,0,0,True,False,False
1092000,My Services,relaxers,,723551,60.0000,120,0,0,0,True,False,False
1092000,My Services,wash and style,,723551,45.0000,120,0,0,0,True,False,False
1092000,My Services,wash and style,,723551,45.0000,120,0,0,0,True,False,False
1094000,MY STYLE,Double process,"Double process is going from dark to blonde or dark to any other color takes a while and price could very on length, texture, and color includes blow dry style",725935,70.0000,210,0,0,0,True,False,True
1094000,MY STYLE,Highlights (foils),"Low lights & highlights. Price could very on hair type. Length, density, texture. Includes blowdry style",725935,70.0000,210,0,0,0,True,False,True
1094000,MY STYLE,Iron Works,"All iron works. Smoothing, curling, etc",725935,20.0000,90,0,0,0,True,False,True
1094000,MY STYLE,Kera10 hair extensions,"Made from real hair. The piece that we tach to the hair is made from keratin, witch is in are hair. So it's good for the hair. It lays flat agents the scalp so it does not hurt.  Price very on full head, highlights, length, thickness",725935,300.0000,240,0,0,0,True,False,True
1094000,MY STYLE,Single color,"Single color is just one color it could very. Length, texture, and color. It could be just a retouch. Price and time could very. Includes blow dry style",725935,60.0000,120,0,0,0,True,False,True
1094000,MY STYLE,Ombres & balayage,"2 colors or more. Hair texture, density, and color of hair could depend on price. And time include blow dry style",725935,65.0000,210,0,0,0,True,False,True
1094000,MY STYLE,Wash & blow dry style,"Get a great scalp massage while you relax. Price depends on length, texture, density.",725935,20.0000,120,0,0,0,True,False,True
1094000,MY STYLE,Womens hair cuts,All women's cuts could very on price.,725935,15.0000,120,0,0,0,True,False,True
1094000,MY STYLE,Deep conditions,Any deep conditions can depend on the deep condition. There is a verity to pick from. Comes with a blow dry style,725935,20.0000,90,0,0,0,True,False,True
1094000,MY STYLE,Updos,Any updos. Price can very on what you get.,725935,75.0000,180,0,0,0,True,False,True
1095000,My Services,Blowdry/Style,,726325,35.0000,45,0,0,0,True,False,True
1095000,My Services,Brow Wax,,726325,20.0000,15,0,0,0,True,False,False
1095000,My Services,Facial,,726325,60.0000,60,0,0,0,True,False,False
1095000,My Services,Hair Cut,,726325,25.0000,45,0,0,0,True,False,False
1095000,My Services,Makeup,,726325,50.0000,60,0,0,0,True,False,False
1095000,My Services,Tint,,726325,50.0000,90,0,0,0,True,False,True
1097000,Facial,Enliven Geothermal Facial,An amazing treatment to tighten and nourish skin.  The warming properties of hearth derived minerals enhance absorption of oils to leave you with an amazing fee,728163,95.0000,90,0,0,15,True,False,False
1097000,Facial,Pamper ME today facial,"1 1/2hr Signature European facial massage  includes 2 types of massage, skin analysis, cleansing, toning, exfolation, extraction, mask and moisturizer ",728163,80.0000,90,0,0,15,True,False,False
1097000,Facial,Refresh ME facial,"includes skin analysis, cleansing, toning, exfoliation, extraction, facial massage, mask and moisturizer",728163,55.0000,60,0,0,15,True,False,False
1097000,Facial,All about ME,"(includes 4 X 40 mins appointments scheduled every 4-6 weeks) – If you need to kick start your skincare routine, this is your best option.  Every appointment (4X) you will receive an updated skin analysis and discuss a plan, cleansing, exfoliation, ",728163,130.0000,45,0,0,0,True,False,False
1097000,Waxing,1/2 arm wax,,728365,22.0000,30,0,0,15,True,False,False
1097000,Waxing,1/2 Leg Wax,1/2 leg wax,728365,22.0000,30,0,0,15,True,False,False
1097000,Waxing,Bikin Wax,Bikini wax,728365,22.0000,30,0,0,15,True,False,False
1097000,Waxing,Chin or Upper Lip,Chin or upper lip wax - also avail as a combo,728365,10.0000,15,0,0,0,True,False,False
1097000,Waxing,Combo lip and chin,Combo wax lip and chin,728365,18.0000,15,0,0,0,True,False,False
1097000,Waxing,Face wax,,728365,28.0000,30,0,0,15,True,False,False
1097000,Waxing,French Bikini,"French Bikini, a little bit more than a Bikini wax",728365,28.0000,45,0,0,0,True,False,False
1097000,Waxing,Full arm wax,,728365,28.0000,30,0,0,15,True,False,False
1097000,Waxing,Full leg waxing,Full leg wax,728365,40.0000,45,0,0,0,True,False,False
1097000,Waxing,Half leg upper,,728365,30.0000,45,0,0,0,True,False,False
1097000,Waxing,Underarm,Underarm,728365,15.0000,15,0,0,0,True,False,False
1097000,Manicure,Express manicure,"includes cuticle treatment, nail shaping, followed by a polish application.",728592,28.0000,45,0,0,15,True,False,False
1097000,Manicure,French Polish add on,,728592,7.0000,15,0,0,0,True,False,False
1097000,Manicure,Polish Change or removal ,For Gel or regular lacquer polish needed to be removed with no new application,728592,15.0000,15,0,0,0,True,False,False
1097000,Manicure,Signature Manicure,"This Spa Manicure indulges you with a soothing exfoliation, cuticle treatment, nail shaping, hand and arm massage, paraffin and your choice of nail polish.",728592,38.0000,90,0,0,0,True,False,False
1097000,Manicure,Soak off gel add on (vice reg OPI),"replace regular OPI polish with Gel polish (Gelish). Will last 2 weeks longer
",728592,10.0000,30,0,0,0,True,False,False
1097000,Pedicure,Express Pedicure,"includes herbal foot bath, nail shaping, cuticle treatment and your choice of nail polish.",728595,38.0000,60,0,0,15,True,False,False
1097000,Pedicure,Signature Pedicure,"includes herbal foot bath and scrub, nail shaping, cuticle treatment, leg and foot massage, paraffin and your choice of nail polish.",728595,48.0000,90,0,0,0,True,False,False
1097000,Eyebrow/eyelash,Combo eyebrow shape and tint,,728599,25.0000,45,0,0,15,True,False,False
1097000,Eyebrow/eyelash,Combo eyelash and eyebrow tint,,728599,28.0000,45,0,0,15,True,False,False
1097000,Eyebrow/eyelash,Eyebrow clean up ,Only avail for returning customer,728599,12.0000,15,0,0,0,True,False,False
1097000,Eyebrow/eyelash,Eyebrow consult/shaping,First consult with new client,728599,15.0000,30,0,0,15,True,False,False
1097000,Eyebrow/eyelash,Eyebrow tinting,Eyebrow tint using Refectocil or Berrywell,728599,12.0000,30,0,0,15,True,False,False
1097000,Eyebrow/eyelash,Eyelash tint,Eyelash tint using refectocial or Berrywell,728599,18.0000,30,0,0,15,True,False,False
1097000,Relaxation massage,Add on Sugar Scrub,A perfect way to complete any treatments. Sugar scrubs are gentle but effective way to revitalize tired and dry skin.  Add one to your treatment today,776784,20.0000,30,0,0,0,True,False,False
1097000,Relaxation massage,Full body scrub,"Extremely soothing and nourishing, enjoy one full hour of bliss with these amazing sugar scrubs.  From shoulders to toes you will feel relax and invigorated. ",776784,70.0000,60,0,0,0,True,False,False
1097000,Relaxation massage,HOt Stone 45,"Hot Stone massage, same as the 60 min but more focus on specific areas then the whole body.  ",776784,45.0000,45,0,0,0,True,False,False
1097000,Relaxation massage,Hot Stone 60,Basalt stones are used to heat the body to create deep relaxation - a mix of stones and essential oils are used to relax the muscles (cold and hot stone may be used) and the tired body and mind. book yours today,776784,60.0000,60,0,0,0,True,False,False
1097000,Relaxation massage,Hot Stone 90,Same as regular 60 mins - except longer as more time is spend on each area,776784,90.0000,90,0,0,0,True,False,False
1097000,Men Waxing,Back Wax includes shoulders,Back wax includes shoulders,810603,45.0000,60,0,0,0,False,False,True
1097000,Men Waxing,Chest,Chest wax,810603,30.0000,30,0,0,0,False,False,True
1097000,Men Waxing,Half back ,Half back waxing no shoulders ,810603,22.0000,30,0,0,0,False,False,True
1097000,Men Waxing,"The work - back, chest, shoulders",,810603,80.0000,90,0,0,0,False,False,True
110000,Hair Styling Services,Flat Iron/Spirals (flat iron or wand)/Curls,"***Time of service depends upon length of hair***
No shampoo or blow-dry; done on dry hair",127818,10.0000,45,0,0,0,True,False,False
110000,Hair Styling Services,Fringe Trim,,127818,5.0000,15,0,0,0,True,False,False
110000,Hair Styling Services,Haircut w/ Blow-Dry ),,127818,40.0000,15,60,45,0,True,False,False
110000,Hair Styling Services,Shampoo & Set,,127818,30.0000,15,30,45,0,True,False,False
110000,Hair Styling Services,Shampoo & Set (Kids 12 & Under),**Add $10 if haircut is desired**,127818,15.0000,15,30,45,0,True,False,False
110000,Hair Styling Services,Trim (ends),,127818,10.0000,30,0,0,0,True,False,False
110000,Chemical Services,Virgin Relaxer,"Includes end trimming, deep condition, & style",127794,45.0000,45,30,60,0,True,False,False
110000,Chemical Services,Relaxer Touch-Up,"Includes end trimming, deep condition, & style",127794,35.0000,45,45,30,0,True,False,False
110000,Additional Services,First-time Client Consulation,Please book before initial service. This will allow us to discuss your current hair care needs/concerns as well as your future hair care needs to start you on your healthy hair journey! I look forward to meeting you and thank you in advance for entrusting your treasured tresses to me!,127832,0.0000,15,0,0,0,True,False,False
110000,Additional Services,QuickWeave ,"Bonded tracks, adhered to stocking cap, cut & styled",127832,40.0000,30,45,45,0,True,False,False
110000,Conditioning Treatments,Deep Condition,,127817,10.0000,30,0,0,0,True,False,False
110000,Conditioning Treatments,Scalp Treatment,"Deep condition treatment, which removes excessive dandruff from scalp",127817,10.0000,45,0,0,0,True,False,False
110000,Color Services,Virgin Color ,,127816,35.0000,30,45,45,15,True,False,False
110000,Color Services,Corrective Color,***Qoute upon consultation***,127816,0.0000,15,0,0,0,True,False,False
110000,Color Services,Full Highlights,"**Prices of color services include blow-dry& set or wet-set.  Additional services (updo, trim, etc.) are extra***",127816,60.0000,45,45,60,15,True,False,True
110000,Color Services,Partial Highlights,"***Prices of color srevices include blow dry& set or wet-set.  Additional services (updo, trim, etc.,) are extra***",127816,45.0000,30,45,45,15,True,False,True
110000,Color Services,Quickservice,"***Service includes up to 12 foils***
***Prices of color services include blow-dry&set or wet-set.  Additional services (updo, trim, etc.,) are extra***",127816,30.0000,15,45,45,15,True,False,False
110000,Color Services,Multi-Process Color Services,***Quote upon consultation***,127816,0.0000,15,0,0,0,True,False,False
110000,Color Services,Semi-Permanent Color,,127816,20.0000,15,30,45,0,True,False,False
110000,Nail Services,Manicure,,127814,10.0000,45,0,0,0,True,False,False
110000,Nail Services,Acrylic Full-Set w/ designs,,127814,25.0000,90,0,0,0,True,False,False
110000,Nail Services,Acrylic Fill-In w/ Design,,127814,20.0000,75,0,0,0,True,False,False
110000,Nail Services,Nail In-lays,***$5 per two nails***,127814,5.0000,15,0,0,0,True,False,True
110000,Nail Services,Nail Jewelry,***$5 per two nails***,127814,5.0000,15,0,0,0,True,False,True
110000,Nail Services,Solid Polish Change,,127814,5.0000,15,0,0,0,True,False,False
1112000,My Services,All over color with Hair cut,,741425,95.0000,120,0,0,0,True,False,False
1112000,My Services,Full Highlight and Hair cut,,741425,135.0000,135,0,0,0,True,False,True
1112000,My Services,Hair cut,,741425,40.0000,45,0,0,0,True,False,False
1112000,My Services,Partial Highlight & Hair Cut,,741425,115.0000,120,0,0,0,True,False,True
1112000,My Services,Partial Highlight w/o hair cut,no blow dry included,741425,95.0000,90,0,0,0,True,False,True
1113000,My Services,Brow Wax,,742311,10.0000,15,0,0,0,True,False,False
1113000,My Services,Facial,,742311,60.0000,60,0,0,0,True,False,False
1113000,My Services,Hair Cut,,742311,30.0000,45,0,0,0,True,False,False
1113000,My Services,nails,,742311,35.0000,60,0,0,0,True,False,False
1117000,Haircuts,Men's Cut,,745403,20.0000,45,0,0,0,True,False,False
1117000,Haircuts,Women's Cut,,745403,28.0000,60,0,0,0,True,False,False
1117000,Haircuts,Kid's Cut,,745403,15.0000,15,0,0,0,True,False,False
1117000,Hair Color,Full Color,,745404,65.0000,120,0,0,0,True,False,True
1117000,Hair Color,Balayage/Ombre,,745404,75.0000,165,0,0,0,True,False,True
1117000,Hair Color,Full Foil,,745404,100.0000,135,0,0,0,True,False,True
1117000,Hair Color,Partial Foil,,745404,50.0000,120,0,0,0,True,False,True
1117000,Hair Color,T-Foil,,745404,65.0000,135,0,0,0,True,False,False
1117000,Hair Color,Bleach & Tone,,745404,75.0000,150,0,0,0,True,False,True
1117000,Hair Color,Color Correction,,745404,100.0000,180,0,0,0,True,False,True
1117000,Waxings,Brow wax,,772967,12.0000,15,0,0,0,True,False,False
1117000,Waxings,Lip wax,,772967,12.0000,15,0,0,0,True,False,False
