id,name,email,phone_number,public_phone_number,blurb,profession,profile_photo,vanity_url,time_zone,source_systems,google_microform_eligibility,gallery_cover_image,is_effectively_online_bookable,cancellation_policy,cancellation_policy_text,private_sms_phone_number,accepted_terms,field_group,rating_stars,twitter,facebook_url,website,yelp_url,blog_url,address1,address2,city,state,zipcode,neighborhood
1140001,The Lash Stop,thelashstop.byjanna@gmail.com,,,,Salon,,thelashstop-oakpark-mi,US/Eastern,[],True,,False,,,,[],,,,,,,,,,Oak Park,MI,48237,
1153001,Gentle Touch Electrolysis & Laser,sherrydewilde@yahoo.com,248-499-0130,,,Salon,,gentletouchelectrolysislaser-birmingham-mi,US/Eastern,[],True,,False,,,,[],,,,,,,,619 S Adams rd ,Sola Salon ste #25,Birmingham,MI,48009,
1170001,Hair Gods Barber Beauty Spa,murellejames@gmail.com,832-638-0144,,,Salon,,hairgodsbarberbeautyspa-houston2-tx,US/Central,[],True,,False,,,,[],,,,,,,,803 W Little York Rd,,Houston,TX,77091,Northwest
117001,Danielle,danielle_barrett18@yahoo.com,,,,Salon,,danielle-norfolk-va,America/New_York,[],True,,False,,,,[],,,,,,,,,,norfolk,VA,23504,
1203001,Jest Hair,latisheaexaminer@gmail.com,470-243-0168,,,Salon,,jesthair-atlanta2-ga,US/Eastern,[],True,,False,,,,[],,,,,,,,236 Forsyth Street Southwest,,Atlanta,GA,30303,Downtown
1205001,Unique Styles,tsimmions1311@gmail.com,,,,Salon,,uniquestyles-northlauderdale-fl,US/Eastern,[],True,,False,,,,[],,,,,,,,Call For Address,,North Lauderdale,FL,33068,
147001,Heart of Hair,thebebosalon@gmail.com,484-470-5726,,,Salon,,heartofhair-upperdarby-pa,America/New_York,[],True,,False,,,,[],,,,,,,,7237 W. Chester Pike,,Upper Darby,PA,19082,
151001,iGlam Hair Studio,shanekamcreed@gmail.com,678-425-7639,,,Salon,,iglamhairstudio-duluth-ga,US/Eastern,[],True,,False,,,,[],,,,,,,,3780 Old Norcross Road ,Suite 100 Studio 127,Duluth,GA,30096,
37001,IMAGE Hair Studio | Salon Concepts,mbridges023@gmail.com,513-291-2467,,,Salon,,imagehairstudiosalonconcepts-cincinnati-oh,US/Eastern,[],True,,False,,,,[],,,,,,,,11711 Princeton Pike,Suite 20,Cincinnati,OH,45246,
44001,EYEBROWS Etc.,ms.isha21@gmail.com,734-664-4949,,,Salon,,eyebrowsetc-southfield3-mi,US/Eastern,[],True,,False,,,,[],,,,,,,,29734 SOUTHFIELD RD,,SOUTHFIELD,MI,48076,
51001,Styled by TriciaB,triciabrown57@yahoo.com,919-449-1151,,,Salon,,styledbytriciab-graham-nc,US/Eastern,[],True,,False,,,,[],,,,,,,,Beauty Within,302-B N.Main St.,Graham,NC,27253,
580001,Lady J Body Wraps & More...,jessiemayberry2013@gmail.com,408-513-4375,,,Salon,,ladyjbodywrapsmore-mckinney-tx,US/Central,[],True,,False,,,,[],,,,,,,,7808 Rancho De La Osa Trail,,McKinney,TX,75070,
597001,Polished Envy,tmladson@hotmail.com,,,,Salon,,polishedenvy-charleston-sc,America/New_York,[],True,,False,,,,[],,,,,,,,,,Charleston,SC,29414,
669001,Mani Fresh by Elle C.,ElleCnails@gmail.com,919-827-2578,,,Salon,,manifreshbyellec-raleigh-nc,US/Eastern,[],True,,False,,,,[],,,,,,,,             .,,Raleigh,NC,27609,Falls Of Neuse
727001,Simply Elite Hair Boutique,staceysherwood86@gmail.com,605-484-9407,,,Salon,,simplyelitehairboutique-rapidcity-sd,US/Mountain,[],True,,False,,,,[],,,,,,,,Fieldstone Drive,,Rapid City,SD,57703,
740001,Beautii-fulfilled Mobile Hair,beautiifulfilled@gmail.com,504-475-4039,,,Salon,,beautiifulfilledmobilehair-houston-tx,US/Central,[],True,,False,,,,[],,,,,,,,MOBILE STYLIST,((Travel Only!!)),Houston,TX,77077,West Houston
749001,GENESIS BARBER SHOP,emcee3feet@yahoo.com,703-494-5174,,,Salon,,genesisbarbershop-woodbridge3-va,America/New_York,[],True,,False,,,,[],,,,,,,,2890 garber way,,woodbridge,VA,22191,
783001,Another Barber Shop,deziermesoul@gmail.com,773-924-1207,,,Salon,,anotherbarbershop-chicago2-il,US/Central,[],True,,False,,,,[],,,,,,,,843 E 47th St,,Chicago,IL,60653,Kenwood
808001,LS studios,Delasha.walton@yahoo.com,706-461-1118,,,Salon,,lsstudios-augusta-ga,US/Eastern,[],True,,False,,,,[],,,,,,,,270 Bobby Jones Expy #158 Suite 13,,Augusta,GA,30907,
824001,European Style Salon & Day Spa,Nje326@gmail.com,,,,Salon,,europeanstylesalondayspa-valparaiso2-in,America/Chicago,[],True,,False,,,,[],,,,,,,,70 W Lincolnway,,Valparaiso,IN,46383,
847001,Iris Salon,irisfndrbrk@gmail.com,214-715-2693,,,Salon,,irissalon-garland-tx,US/Central,[],True,,False,,,,[],,,,,,,,305 River Fern Ave #1124,,Garland,TX,75040,
907001,Sola/ D'Vine Connections Salon,blesseddvine@gmail.com,816-674-9427,,,Salon,,soladvineconnectionssalon-prarievillage-ks,US/Central,[],True,,False,,,,[],,,,,,,,7612 Stateline Studio 428,,Prarie Village,KS,66208,
949001,Nails By Ruthie,ruthiesoto@ymail.com,817-507-8079,,,Salon,,nailsbyruthie-fortworth-tx,America/Chicago,[],True,,False,,,,[],,,,,,,,2116 Columbia Ave,,Fort Worth,TX,76114,Northside
975001,Brooke Dunning Hair at Salons by JC,bblaylock1981@yahoo.com,940-465-5282,,,Salon,,brookedunninghairatsalonsbyjc-denton-tx,US/Central,[],True,,False,,,,[],,,,,,,,2640 W. University ,,Denton,TX,76201,
1026010,Hollywood,lashedbykris11@gmail.com,773-969-0268,,,Salon,,hollywood-chicago3-il,US/Central,[],True,,False,,,,[],,,,,,,,323 E. Pershing Rd. ,,Chicago ,IL,60653,Douglas
1062010,evonnymmakeup,evonnymartinez@outlook.com,407-361-7046,,,Salon,,evonnymmakeup-kissimmee-fl,US/Eastern,[],True,,False,,,,[],,,,,,,,204 gemwood ct,,Kissimmee,FL,34743,
1117010,The Nail Mystic,acristobal@comcast.net,,,,Salon,,thenailmystic-seattle-wa,US/Pacific,[],True,,False,,,,[],,,,,,,,,,Seattle,WA,,Downtown
1119010,DAT Beat,catchdatbeat@gmail.com,850-264-7581,,,Salon,,datbeat-tallahassee-fl,US/Eastern,[],True,,False,,,,[],,,,,,,,640 Eugenia Street,Apt. 201,Tallahassee,FL,32310,
1121010,Mane Event Hair Salon,chatney2846@yahoo.com,,,,Salon,,maneeventhairsalon-missouricity-tx,US/Central,[],True,,False,,,,[],,,,,,,,3762 Cartwright Rd,,Missouri City,TX,77459,
1168010,Hair City / The Body Spa,tinawoodshaircity69@gmail.com,702-762-5515,,,Salon,,haircitythebodyspa-lasvegas-nv,US/Pacific,[],True,,False,,,,[],,,,,,,,8751 W Charleston Blvd,,Las Vegas,NV,89117,The Lakes
1179010,Keitas African Braiding,kenyakayne@icloud.com,,,,Salon,,keitasafricanbraiding-milwaukee-wi,US/Central,[],True,,False,,,,[],,,,,,,,7440 W Capitol Dr,,Milwaukee,WI,53216,Capitol Heights
1182010,Lola Unique Touch,lilbabyblue62052@icloud.com,863-800-6750,,,Salon,,lolauniquetouch-winterhaven-fl,US/Eastern,[],True,,False,,,,[],,,,,,,,521 Ave H NW,,Winter Haven,FL,33881,
1186010,Stylez by stephie,stylezbystephie@gmail.com,405-719-7467,,,Salon,,stylezbystephie-oklahomacity-ok,US/Central,[],True,,False,,,,[],,,,,,,,2708 n Coltrane rd,,Oklahoma city,OK,73121,
1196010,NuCreationz Hair Studio,contactnome@gmail.com,301-324-3036,,,Salon,,nucreationzhairstudio-capitolheights-md,US/Eastern,[],True,,False,,,,[],,,,,,,,9244 E Hampton Dr,,Capitol Heights,MD,20743,
122010,Hair by Jesika,barbiegrl95@yahoo.com,,,,Salon,,hairbyjesika-newhall-ca,America/Los_Angeles,[],True,,False,,,,[],,,,,,,,23550 Lyons Ave. #115,,Newhall,CA,91321,
569010,Freelance,cleconte92@gmail.com,,,,Salon,,freelance-brooklyn122-ny,US/Eastern,[],True,,False,,,,[],,,,,,,,,,Brooklyn,NY,11236,Canarsie
58010,Rain Salon,Manicure@cox.net,402-689-3366,,,Salon,,rainsalon-omaha2-ne,US/Pacific,[],True,,False,,,,[],,,,,,,,1006 S. 10th Street,,Omaha,NE,68108,
613010,Fluid Salon,kteague008@gmail.com,517-512-1502,,,Salon,,fluidsalon-eastlansing-mi,America/New_York,[],True,,False,,,,[],,,,,,,,2755 East Grand River Ave,,East Lansing,MI,48823,
617010,Moxie,eastona@wncc.net,308-225-6383,,,Salon,,moxie-scottsbluff4-ne,US/Mountain,[],True,,False,,,,[],,,,,,,,1615 1st Avenue,,Scottsbluff,NE,69391,
666010,StayFLYNY Hairtique,thebkweaveologist@gmail.com,917-941-6598,,,Salon,,stayflynyhairtique-brooklyn-ny,US/Eastern,[],True,,False,,,,[],,,,,,,,399 Troy Avenue,,Brooklyn,NY,11213,
705010,FacePlayz Makeup Artistry,nykollescottmua@gmail.com,972-217-0877,,,Salon,,faceplayzmakeupartistry-dallas-tx,US/Central,[],True,,False,,,,[],,,,,,,,1515 Faceplayz Drive,,Dallas,TX,75057,
77010,Quan D Makeup Artist(BeatDoctor),wyqundrawilliams@yahoo.com,985-507-4193,,,Salon,,quandmakeupartistbeatdoctor-hammond-la,US/Central,[],True,,False,,,,[],,,,,,,,mobile services,,Hammond,LA,70401,
843010,Nirvana salon & spa,surjeetbabbar@hotmail.com,519-979-4355,,,Salon,,nirvanasalonspa-windsorontario-mi,US/Eastern,[],True,,False,,,,[],,,,,,,,9733 Tecumseh Rd East,,Windsor ontario,MI,48001,
847010,Next Level Hair Salon ,directorlatt@outlook.com,513-351-2380,,,Salon,,nextlevelhairsalon-cincinnati2-oh,US/Eastern,[],True,,False,,,,[],,,,,,,,2104 Seymour Ave ,,Cincinnati,OH,45237,Bond Hill
850010,Members Only Chop Shop Barbershop,carlosthebarber@gmail.com,201-686-6898,,,Salon,,membersonlychopshopbarbershop-orlando-fl,US/Eastern,[],True,,False,,,,[],,,,,,,,225 N Magnolia Ave,,Orlando,FL,32801,Central Business District
856010,MaxximizedStyles,stylesbymaximore@yahoo.com,240-535-5789,,,Salon,,maxximizedstyles-washington-dc,US/Eastern,[],True,,False,,,,[],,,,,,,,955 L'enfant Plaza,Suite 115,Washington,DC,20024,South West
860010,Mamaz Beauty,mzbeautybymlc@gmail.com,650-799-8338,,,Salon,,mamazbeauty-sanjose-ca,US/Pacific,[],True,,False,,,,[],,,,,,,,1265 N. Capitol Ave.,,San Jose ,CA,95132,Berryessa
862010,"Glammed by Kyra, MUA",kyrabeatsface@gmail.com,,,,Salon,,glammedbykyramua-orlando2-fl,US/Pacific,[],True,,False,,,,[],,,,,,,,"Hair Action, 2130 W. Colonial Drive",Suite 4,Orlando,FL,,West Colonial
874010,Righteous Cuts,se_brown64@yahoo.com,210-745-9274,,,Salon,,righteouscuts-sanantonio-tx,US/Central,[],True,,False,,,,[],,,,,,,,7065 Bandera Rd.,,San Antonio,TX,78238,
890010,Cretia Monaes Salon,amiller3491@comcast.net,734-677-0300,,,Salon,,cretiamonaessalon-annarbor-mi,US/Eastern,[],True,,False,,,,[],,,,,,,,#11,4695 ,Ann Arbor,MI,48108,
897010,Transpire Nail Studio,luckhaupt_amber@yahoo.com,740-407-5698,,,Salon,,transpirenailstudio-lancaster-oh,America/New_York,[],True,,False,,,,[],,,,,,,,829 N Columbus Street,Inside All About You Salon Suites,Lancaster,OH,43130,
913010,Gypsy Ranch Hair Salon,vtaylor609@gmail.com,254-883-2577,,,Salon,,gypsyranchhairsalon-marlin-tx,US/Pacific,[],True,,False,,,,[],,,,,,,,200 Craik St,,Marlin,TX,76661,
928010,Glam Bella Studio,glambellastudio@gmail.com,813-507-2091,,,Salon,,glambellastudio-tampa-fl,America/New_York,[],True,,False,,,,[],,,,,,,,3810 South Dale Mabry Hwy ,Suite 310 ,Tampa ,FL,33611,Fairoaks
950010,Jay's Home Studio,sweetjzg@yahoo.com,513-332-2425,,,Salon,,jayshomestudio-cincinnati-oh,America/New_York,[],True,,False,,,,[],,,,,,,,114 Glenridge Pl,,Cincinnati,OH,45217,Avondale
96010,Salon ASH,Skincarebyoxana@gmail.com,818-601-1006,,,Salon,,salonash-westwoodvillage-ca,US/Pacific,[],True,,False,,,,[],,,,,,,,10911 Kinross Ave,,Westwood Village,CA,90024,Westwood
968010,SunEnvy Nails,blackgold2990@gmail.com,678-333-5873,,,Salon,,sunenvynails-atlanta-ga,US/Eastern,[],True,,False,,,,[],,,,,,,,256 Walker Street Southwest,,Atlanta,GA,30313,West End
986010,Hairology Salon&Spa,skupaicecream@yahoo.com,316-990-1909,,,Salon,,hairologysalonspa-wichita-ks,America/Chicago,[],True,,False,,,,[],,,,,,,,7348 W. 21st st N.,,Wichita,KS,67204,
1003100,Kolor me Krazy,tommyandresen13@yahoo.com,661-679-3626,,,Salon,,kolormekrazy-bakersfield-ca,US/Pacific,[],True,,False,,,,[],,,,,,,,820 Norris Rd,,Bakersfield,CA,93308,
1014100,Lauren Holmquist,holmquist.stylist@gmail.com,251-802-7222,,,Salon,,laurenholmquist-mobile-al,US/Central,[],True,,False,,,,[],,,,,,,,3725 Airport Blvd,Suite 29,Mobile,AL,36608,Bolton
1060100,Beautysecretsbyesmeralda,beautysecretsbyesmeralda@yahoo.com,,,,Salon,,beautysecretsbyesmeralda-rialto-ca,America/Los_Angeles,[],True,,False,,,,[],,,,,,,,,,Rialto,CA,92376,
1062100,Heidi's Beauty Booth,heidisbeautybooth@gmail.com,619-880-9969,,,Salon,,heidisbeautybooth-sandiego-ca,US/Pacific,[],True,,False,,,,[],,,,,,,,"4565 Ruffner Street, Suite 202",,San Diego,CA,92111,Kearny Mesa
1076100,Lash and Wax Devil,jjanaszak@msn.com,940-390-2829,,,Salon,,lashandwaxdevil-plano-tx,US/Central,[],True,,False,,,,[],,,,,,,,5964 W Parker Rd,Suite 136,Plano,TX,75093,
1099100,The Loft Hair studio,spangler_hailey@yahoo.com,,,,Salon,,thelofthairstudio-lebanon2-tn,America/Chicago,[],True,,False,,,,[],,,,,,,,101 west main street,,Lebanon,TN,37090,
1105100,CrownedbyQueendee,Deidra.mitchell@gmail.com,973-270-8578,,,Salon,,crownedbyqueendee-montville-nj,US/Eastern,[],True,,False,,,,[],,,,,,,,,,Montville,NJ,07045,
1125100,Elite Hair Studio,brhandi29@gmail.com,720-638-7496,,,Salon,,elitehairstudio-aurora2-co,US/Mountain,[],True,,False,,,,[],,,,,,,,2323 s. Troy st. unit 5-210,,Aurora,CO,80014,East Ridge-Ptarmigan Park
1129100,JK_STUDIOS,dondiva2k10@yahoo.com,903-830-7754,,,Salon,,jkstudios-missouricity-tx,US/Central,[],True,,False,,,,[],,,,,,,,6238 TX-6,,Missouri City,TX,77459,
1138100,Hairstyles with an Attitude,rashayjefferson@yahoo.com,614-218-1061,,,Salon,,hairstyleswithanattitude-columbus3-oh,America/New_York,[],True,,False,,,,[],,,,,,,,823 E Hudson St,,Columbus,OH,43211,South Linden
117100,Restored Hair Salon,restoredhairsalon@yahoo.com,262-391-8147,,,Salon,,restoredhairsalon-browndeer-wi,US/Central,[],True,,False,,,,[],,,,,,,,5600 W. Brown Deer Rd. Suite G - 1 ,,Brown Deer,WI,53223,
1175100,FireFly Massage & Skincare,firebear80@gmail.com,615-603-1510,,,Salon,,fireflymassageskincare-franklin-tn,US/Central,[],True,,False,,,,[],,,,,,,,1748 Lewisburg Pike,Suite 106,Franklin,TN,37064,
1196100,Good Nails,s.shine.D9@gmail.com,925-997-3993,,,Salon,,goodnails-benicia3-ca,US/Pacific,[],True,,False,,,,[],,,,,,,,2068 Columbus Parkway,,Benicia,CA,94510,
1201100,Jenea's Hair Design,miss.tavia1@gmail.com,,,,Salon,,jeneashairdesign-lemongrove-ca,US/Pacific,[],True,,False,,,,[],,,,,,,,7828 Broadway,,Lemon Grove,CA,91945,
1204100,Yourie Hair Salon,straight.curly.coiled@gmail.com,901-308-2841,,,Salon,,youriehairsalon-memphis2-tn,US/Central,[],True,,False,,,,[],,,,,,,,823 Exocet Drive,Suite 105,Memphis,TN,38018,River Oaks-Kirby-Balmoral
1206100,She' Glam by Brittney,sheglambybrittney@gmail.com,,,,Salon,,sheglambybrittney-indianapolis-in,America/New_York,[],True,,False,,,,[],,,,,,,,3120 Thompkins Square Court,,Indianapolis,IN,46205,
126100,Ladies Love Luxury,ladies.love.luxury@gmail.com,678-568-3267,,,Salon,,ladiesloveluxury-conyers-ga,America/New_York,[],True,,False,,,,[],,,,,http://sokaisalonllc.com,,,954 South Main St. NE,Suite 155,Conyers,GA,30012,
13100,Styylez by D'Mara Hair Salon,Latrice0325@gmail.com,408-509-0419,,,Salon,,styylezbydmarahairsalon-sanjose-ca,US/Pacific,[],True,,False,,,,[],,,,,,,,994 The Alameda,,San Jose,CA,95126,Downtown
